what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1399449374105
arch,sysinfo,,,"x86",1399449374105
ws,sysinfo,,,"win32",1399449374105
locale,sysinfo,,,"en_US",1399449374105
processors,sysinfo,,,"8",1399449374105
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1399449374105
java.runtime.version,sysinfo,,,"1.7.0_55-b14",1399449374105
java.specification.name,sysinfo,,,"Java Platform API Specification",1399449374105
java.specification.vendor,sysinfo,,,"Oracle Corporation",1399449374105
java.specification.version,sysinfo,,,"1.7",1399449374105
java.vendor,sysinfo,,,"Oracle Corporation",1399449374105
java.version,sysinfo,,,"1.7.0_55",1399449374105
java.vm.info,sysinfo,,,"mixed mode, sharing",1399449374105
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1399449374105
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1399449374105
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1399449374105
java.vm.specification.version,sysinfo,,,"1.7",1399449374105
java.vm.vendor,sysinfo,,,"Oracle Corporation",1399449374105
java.vm.version,sysinfo,,,"24.55-b03",1399449374105
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399449378223
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1399449378232
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399449380363
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449381512
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449381538
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449391422
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449391423
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399449405316
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449405548
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449405569
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449407385
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449419062
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449423311
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449441160
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399449447748
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1399449462433
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1399449469856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399449495838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399449504889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399449506883
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1399449507008
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1399449507057
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1399449507091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399449507849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399449541726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399449618232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399493943520
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399493950182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399493950214
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399493952386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399493953900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399495066241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399495145953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399496403496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399496408025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501263493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399501368395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399501419245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501451237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501472886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501496244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399501517250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399501537480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501578018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501666775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501694302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501701495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501744366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501841589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501844266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501877712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399501899231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501901388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501920346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501940211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399501985806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399501996143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399501999330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399501999560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399501999763
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399502008076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399502033464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502151474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502156502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399502192675
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399502253029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502293969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502294542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502295058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502295556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502295960
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502296315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502296593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502296869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502297578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502298138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502298540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502298906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1399502299288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399502309895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399502316517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399502321829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399502323444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399502323848
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502378660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502406584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399502444489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502446905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502460740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502460750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502463470
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502463599
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502464322
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502464336
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502465232
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502465246
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502465383
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399502467002
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502467002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399502484069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502486319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502488095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502488110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502490415
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1399502490436
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502490476
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502491168
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502491182
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502493375
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502493386
closed,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502493399
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399502495160
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502495160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502510861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399502517312
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1399502517357
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502517986
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502518001
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399502520925
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1399502520925
